,_id,ltable_ID,rtable_ID,ltable_Brand,ltable_Name,ltable_Amazon_Price,ltable_Original_Price,ltable_Features,ltable_Parameters,ltable_tfidf,rtable_Brand,rtable_Name,rtable_Price,rtable_Description,rtable_Features,rtable_Parameters,rtable_tfidf,label
6405423,6405423,3980,88,HP,AC Adapter Charger for HP Pavilion 17.3\  Laptop 17-f113dx 17-f114dx 17-f115dx,$17.90,$59.99,"Input: 100 - 240 V (worldwide use). Output: 19.5V 2.31A 45Watt. Service &amp; Support 1 year warranty. Products are CE/FCC/RoHS certified, tested by manufacturer to match and/or exceed specifications of OEM products.. Designed exclusively for use with the laptops 100% compatibility with the original.",17.3 17 f113dx 17 f114dx 17 f115dx 100 240 19.5V 2.31A 45Watt. 1 100%,17 pavilion hp charger adapter,HP,HP EliteBook 14.1 Refurbished Laptop Intel Core i5 4GB Memory 160GB Hard Drive Gray 8440p-w7p ,$263.99,"EliteBook 14.1&#34; Refurbished Laptop - Intel Core i5 - 4GB Memory - 160GB Hard Drive, Read customer reviews and buy online at Best Buy.","Microsoft Windows 7 operating system preinstalled,2nd Gen Intel?? Core??? i5-520m processor,Intel?? Core??? i5 processor,Intel?? Turbo Boost Technology,4GB PC3-10600 DDR3 SDRAM,DVD-RW drive,14.1 LCD,160GB Serial ATA hard drive (5400 rpm),Intel?? graphics,Media reader,Built-in high-speed wireless LAN (802.11a),Built-in 10/100/1000 Ethernet LAN,Weighs 4.7 lbs. and measures just 1.23 thin,Software package included,Upgrade to Windows 10 for free** - it's easy. ,Features a 2.4GHz processor speed.,Features smart 4-way processing performance with a speed boost.,Delivers extra performance when you need it and increased energy efficiency when you don't.,For multitasking power, expandable to 8GB.,Allows you to enjoy your favorite media.,With 1366 x 768 resolution presents media in rich detail.,Offers spacious storage and fast read/write times.,Feature integrated video memory for lush visuals.,Supports select formats.,Allows you to connect to the Internet without wires.,Enables quick and simple wired Web access.,For easy portability.,With a 30-day trial of Microsoft Office 365.,Intel, Pentium, Celeron, Centrino, Core, Viiv, Intel Inside and the Intel Inside logo are trademarks or registered trademarks of Intel Corporation or its subsidiaries in the United States and other countries.,**Offer valid for qualified Windows devices for one year after Windows 10 upgrade availability. Windows 10 features vary by device. See www.windows.com/windows10specs for details",14.1 i5 4GB 160GB 8440p w7p 14.1 i5 4GB 160GB 7 2nd i5 520m i5 4GB PC3 10600 DDR3 14.1 160GB 5400 802.11a 10 100 1000 4.7 1.23 10 2.4GHz 4 8GB. 1366 768 30 365. 10 10 windows10specs,160gb 8440p w7p hp refurbished,0
6428384,6428384,3991,1653,Other,"Caseling Neoprene Sleeve Pouch Case Bag for 13\  - 13.3\  Inch Laptop Computer. Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches. Like for Apple MacBook Air / MacBook Pro / Powerbook / iBook. ASUS Chromebook /Transformer Book / Flip / ROG / Zenbook. Acer Aspire, Dell Inspiron / Latitude / Notebook. HP Chromebook / Elitebook / Envy / Pavilion / Stream. Lenovo ThinkPad Edge / Flex / Yoga. Samsung / Toshiba Chromebook / Satellite. - Design7",$9.99,$40.00,"Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches.. Composed of grade materials to insure quality and durability to protect your computer. The Design is on both sides (Front and back). Padding inside provides added protection for your Laptop / Notebook / Ultrabook / Macbook against bumps, scratches or other accidents your laptop may come across.. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag.. Dimensions: Outside 13.7\  x 10\  - Inside 13.3\  x 9.5\  - \ Check out our other CASELING laptop sleeve designs\ ",13 13.3 13 13.3 Design7 13 13.3 13.7 10 13.3 9.5,chromebook 13 inch pouch macbook,Dell,Dell 13.3 XPS Notebook 8 GB Memory and 256 GB Solid State Drive Multi 13-9343 ,"$1,224.98","13.3 XPS Notebook - 8 GB Memory and 256 GB Solid State Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core i5,Processor Model: i5-5200U,Processor Speed: 2.20 GHz,Processor Core: Dual-core (2 Core),Standard Memory: 8 GB,Memory Technology: DDR3LM SDRAM,Solid State Drive Capacity: 256 GB,Screen Size: 13.3,Aspect Ratio: 16:9,Screen Resolution: 1920 x 1080,Graphics Controller Manufacturer: Intel,Graphics Controller Model: HD Graphics 5500,Graphics Memory Technology: DDR3LM SDRAM,Graphics Memory Accessibility: Shared,Total Number of USB Ports: 2,Number of USB 3.0 Ports: 2,Mini DisplayPort: Yes,Headphone/Microphone Combo Port: Yes,Operating System Platform: Windows,Operating System: Windows 8.1",13.3 8 256 13 9343 13.3 8 256 i5 i5 5200U 2.20 2 8 DDR3LM 256 13.3 16:9 1920 1080 5500 DDR3LM 2 3.0 2 8.1,9343 13 xps dell 256,0
6428420,6428420,3991,1695,Other,"Caseling Neoprene Sleeve Pouch Case Bag for 13\  - 13.3\  Inch Laptop Computer. Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches. Like for Apple MacBook Air / MacBook Pro / Powerbook / iBook. ASUS Chromebook /Transformer Book / Flip / ROG / Zenbook. Acer Aspire, Dell Inspiron / Latitude / Notebook. HP Chromebook / Elitebook / Envy / Pavilion / Stream. Lenovo ThinkPad Edge / Flex / Yoga. Samsung / Toshiba Chromebook / Satellite. - Design7",$9.99,$40.00,"Designed to fit any laptop / Notebook / Ultrabook / Macbook with Display size 13\ -13.3\  inches.. Composed of grade materials to insure quality and durability to protect your computer. The Design is on both sides (Front and back). Padding inside provides added protection for your Laptop / Notebook / Ultrabook / Macbook against bumps, scratches or other accidents your laptop may come across.. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag.. Dimensions: Outside 13.7\  x 10\  - Inside 13.3\  x 9.5\  - \ Check out our other CASELING laptop sleeve designs\ ",13 13.3 13 13.3 Design7 13 13.3 13.7 10 13.3 9.5,chromebook 13 inch pouch macbook,Dell,Dell Latitude 13.3 UltrabookTablet Intel Core M Dualcore 2 Core 800 MHz 4 GB Windows 8.1 Black 13-7350 ,"$1,146.99","Latitude 13.3 - Ultrabook/Tablet Intel Core M Dual-core (2 Core) 800 MHz - 4 GB - Windows 8.1, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core M,Processor Model: 5Y10,Processor Speed: 800 MHz,Processor Core: Dual-core (2 Core),Standard Memory: 4 GB,Memory Technology: DDR3L SDRAM,Memory Card Supported: Secure Digital (SD),Solid State Drive Capacity: 128 GB,Optical Drive Type: No,Screen Size: 13.3,Display Screen Technology: In-plane Switching (IPS) Technology,Aspect Ratio: 16:9,Screen Resolution: 1920 x 1080,Multi-touch Screen: Yes,Graphics Controller Manufacturer: Intel,Graphics Controller Model: HD Graphics 5300,Graphics Memory Technology: DDR3L SDRAM,Graphics Memory Accessibility: Shared,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11ac,Bluetooth: Yes,Total Number of USB Ports: 2,Number of USB 3.0 Ports: 2,Front Camera/Webcam: Yes",13.3 2 800 4 8.1 13 7350 13.3 2 800 4 8.1 5Y10 800 2 4 DDR3L 128 13.3 16:9 1920 1080 5300 DDR3L 802.11ac 2 3.0 2,7350 800 mhz ultrabooktablet 13,0
6441189,6441189,3995,3232,Apple,Topwell? ErgoStand 6 Fans Laptop Notebook Cooling pads Base Plate Laptop Cooling Base Pad CPU Coolers Radiators Cooling Rack for PC /Macbook Laptop Notebook (black),$25.00,$66.00,"Ultra-thin lightweight / low Mute / Extreme Cooling / height adjustment.. Blue LED Light; Super mute and super slim.. Supports various sizes including 15 inch and 15.6 inch laptops.. Dual USB ports: Powered by the one USB port trough USB cable included, no need for a bulk battery or AC power; the other USB port to connect your devices.. Metal mesh surface provides a stable support for various laptop sizes up to 15.6 inches.",6 15 15.6 15.6,cooling ergostand pad pc laptop,Other,Jille Career Laptop Tote Black 373595 ,$189.99,"Career Laptop Tote, Read customer reviews and buy online at Best Buy.","Fits most laptops with up to a 12 display,6 interior compartments,Handle with 8.5 drop,Weather-resistant leather material,Top zipper closure,As well as most tablets and e-readers, so you can protect and carry your favorite electronic device while on the go.,Include a padded laptop compartment and a cell phone pocket for keeping your essentials organized.,For comfortable carrying.,Provides durability and a professional look.,Secures your electronics and personal belongings.",373595 12 6 8.5,373595 career jille tote laptop,0
6454643,6454643,4003,380,Lenovo,Lenovo IdeaPad 11.6-Inch Convertible 2 in 1 Touchscreen Laptop (20187) Silver Gray,$409.00,,NVIDIA Tegra 3 quad-core processor T30 with NVIDIA integrated graphics. 2GB DDR3 memory. 11.6\  LED AHVA high-definition 5-point capacitive multitouch display. 64GB solid state drive. NVIDIA integrated graphics,11.6 2 1 20187 3 T30 2GB DDR3 11.6 5 64GB,convertible inch ideapad lenovo gray,Lenovo,Lenovo Yoga 3 Pro 2in1 13.3 TouchScreen Laptop Intel Core M 8GB Memory 256GB Solid State Drive Silver Yoga 3 Pro - 80HE000DUS ,$949.99,"Yoga 3 Pro 2-in-1 13.3&#34; Touch-Screen Laptop - Intel Core M - 8GB Memory - 256GB Solid State Drive,","Microsoft Windows 8.1 operating system preinstalled,13.3 QHD+ 10-point multitouch screen,Intel?? Core??? M-5Y71 processor,8GB system memory for advanced multitasking,256GB solid state drive (SSD),360?? flip-and-fold design,Intel?? HD Graphics 5300,Weighs 2.6 lbs. and measures 0.5 thin,Bluetooth 4.0 interface syncs with compatible devices,2 USB 3.0 ports maximize the latest high-speed devices,2 USB 3.0 ports maximize the latest high-speed devices,Built-in media reader for simple photo transfer,Wireless network connectivity,Built-in HD webcam with microphone,Ergonomic AccuType keyboard,Basic software package included,Additional ports,Upgrade to Windows 10 for free** - it's easy. ,3200 x 1800 resolution delivers amazing color and clarity with nearly 2.8 times the pixel density of Full HD. Capacitive display responds to touch instead of pressure. IPS technology. LED backlight.,Dual-core, four-way processing provides ultrafast performance on the go. Intel Turbo Boost Technology delivers dynamic extra power when you need it, and increases energy efficiency when not in use.,Substantial high-bandwidth RAM to smoothly run your games and photo- and video-editing applications, as well as multiple programs and browser tabs all at once.,While offering less storage space than a hard drive, a flash-based SSD has no moving parts, resulting in faster start-up times and data access, no noise, and reduced heat production and power draw on the battery.,Offers four versatile modes ??? laptop, tablet, tent and stand. It detects when the PC switches modes and recommends apps and settings for each position.,On-processor graphics provide vivid visuals for Internet use, video streaming, and gaming.,Ultrathin and ultralight for maximum portability, featuring a smaller screen size and omitting the DVD/CD drive to achieve the compact form factor. 4-cell lithium polymer battery.,Wirelessly transfer photos, music and other media between the laptop and your Bluetooth-enabled cell phone or MP3 player, or connect Bluetooth wireless accessories.,Also includes 1 USB 2.0 port to connect more accessories and peripherals. The USB 3.0 ports are backward-compatible with USB 2.0 devices (at 2.0 speeds).,Also includes 1 USB 2.0 port to connect more accessories and peripherals. The USB 3.0 ports are backward-compatible with USB 2.0 devices (at 2.0 speeds).,Supports Secure Digital and MultiMediaCard memory card formats.,Built-in high-speed wireless LAN connects to your network or hotspots on the most common Wi-Fi standards.,Makes it easy to video chat with family and friends, or teleconference with colleagues over Skype or other popular applications.,Automatically deactivates in tablet mode to prevent unintended keystrokes. Intelligent touchpad is optimized for Windows 8.1 with simple scroll, zoom and rotate functions.,12-month subscription of Microsoft Office 365.,Microphone-in/headphone-out combo jack.,Note: This laptop does not include a built-in DVD/CD drive.,Intel, Pentium, Celeron, Core, Atom, Ultrabook, Intel Inside and the Intel Inside logo are trademarks or registered trademarks of Intel Corporation or its subsidiaries in the United States and other countries.,**Offer valid for qualified Windows devices for one year after Windows 10 upgrade availability. Windows 10 features vary by device. See www.windows.com/windows10specs for details",3 2in1 13.3 8GB 256GB 3 80HE000DUS 3 2 1 13.3 8GB 256GB 8.1 13.3 10 5Y71 8GB 256GB 360?? 5300 2.6 0.5 4.0 2 3.0 2 3.0 10 3200 1800 2.8 4 MP3 1 2.0 3.0 2.0 2.0 1 2.0 3.0 2.0 2.0 8.1 12 365. 10 10 windows10specs,yoga 80he000dus pro lenovo 256gb,0
6454920,6454920,4003,1057,Lenovo,Lenovo IdeaPad 11.6-Inch Convertible 2 in 1 Touchscreen Laptop (20187) Silver Gray,$409.00,,NVIDIA Tegra 3 quad-core processor T30 with NVIDIA integrated graphics. 2GB DDR3 memory. 11.6\  LED AHVA high-definition 5-point capacitive multitouch display. 64GB solid state drive. NVIDIA integrated graphics,11.6 2 1 20187 3 T30 2GB DDR3 11.6 5 64GB,convertible inch ideapad lenovo gray,Lenovo,Lenovo 15.6 ThinkPad Mobile Workstation 8 GB Memory 500 GB Hard Drive Multi 20E2001BUS ,"$1,269.99","15.6 ThinkPad Mobile Workstation - 8 GB Memory - 500 GB Hard Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core i7,Processor Model: i7-5500U,Processor Speed: 2.40 GHz,Processor Core: Dual-core (2 Core),Standard Memory: 8 GB,Memory Technology: DDR3L SDRAM,Hard Drive Capacity: 500 GB,Optical Drive Type: No,Screen Size: 15.6,Aspect Ratio: 16:9,Screen Resolution: 1920 x 1080,Touchscreen: No,Graphics Controller Manufacturer: Intel, NVIDIA,Graphics Controller Model: HD Graphics 5500, Quadro K620M,Graphics Memory Capacity: Up to 2 GB,Graphics Memory Technology: DDR3L SDRAM,Graphics Memory Accessibility: Dedicated, Shared,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11ac,Ethernet Technology: Gigabit Ethernet,Bluetooth: Yes,WWAN Supported: Yes,Webcam: Yes,Finger Print Reader: Yes",15.6 8 500 20E2001BUS 15.6 8 500 i7 i7 5500U 2.40 2 8 DDR3L 500 15.6 16:9 1920 1080 5500 K620M 2 DDR3L 802.11ac,20e2001bus workstation lenovo mobile gb,0
6481637,6481637,4019,1738,Toshiba,PWR+ AC Adapter for Toshiba Pa3714u-1aca Pa3097u-1aca Pa3396u-1aca Pa3467u-1aca Pa3467u1aca Laptop Power Battery Charger Power Cord 65w,,$39.90,"Input Volt Range: 100-240 / Output: 19V 3.42A 65W / Total Cord Length Is Extended to 14 ft (Competitors' Products are only 6-10 Ft long )!. Pwr+ AC adapters manufactured with the highest quality materials and include laptop safeguard features against incorrect voltage, short circuit, internal overheating. 100% compatibility with the original.. Products trademarked Pwr+? are marketed and sold exclusively by Pwr+. We focus on providing quality power products and excellent customer service ... and we also ship your order the same or next day (Amazon order processing time varies) !. Warranty: 30 Days Money Back Guarantee / 24 Month - Free Exchange (Pwr+ pays for shipping) / Please contact us with any questions or concerns - we are here to help! (Phone service is available). This product has been tested and validated to ensure it will work with Toshiba Satellite A105 A110 A135 A205 A215 A305 A305D A355 A505 A505D A660 A665 C645 Pro C650 C655 C655d C675 C675d C845 C850 C850d C855 C855d C870 C875 C875d E105 L455 L455d L505 L635 L645 L645d L650 L655 L655d L670 L675 L675d L730 L735 L735d Pro L740 L745 L745d L750 L750d L755 L755d L770 L770d L775 L775d L840 L840d L850 L850d L855 L855d L870 P755d P770 P775 P775d P840 P845 P850 P870 P875 R845 R930 R935 S850 S855 S855d S870 S875 S875d T135 T135d T235 L955D P840t P845t S955 S955D T210D T215D T230 T235D U840 U845t U945 U505 U845 U845w P740d ; Toshiba Portege R700 R705 R830 R835 R845 R930 R935 Z830 Z835 Z930 Z935 T115 T115d L450 Pa3714u-1aca Pa3097u-1aca Pa3396u-1aca Pa3467u-1aca Pa3467u1aca",Pa3714u 1aca Pa3097u 1aca Pa3396u 1aca Pa3467u 1aca Pa3467u1aca 65w 100 240 19V 3.42A 65W 14 6 10 100% 30 24 A105 A110 A135 A205 A215 A305 A305D A355 A505 A505D A660 A665 C645 C650 C655 C655d C675 C675d C845 C850 C850d C855 C855d C870 C875 C875d E105 L455 L455d L505 L635 L645 L645d L650 L655 L655d L670 L675 L675d L730 L735 L735d L740 L745 L745d L750 L750d L755 L755d L770 L770d L775 L775d L840 L840d L850 L850d L855 L855d L870 P755d P770 P775 P775d P840 P845 P850 P870 P875 R845 R930 R935 S850 S855 S855d S870 S875 S875d T135 T135d T235 L955D P840t P845t S955 S955D T210D T215D T230 T235D U840 U845t U945 U505 U845 U845w P740d R700 R705 R830 R835 R845 R930 R935 Z830 Z835 Z930 Z935 T115 T115d L450 Pa3714u 1aca Pa3097u 1aca Pa3396u 1aca Pa3467u 1aca Pa3467u1aca,cord power toshiba 65w charger,Toshiba,Toshiba L875DS7332 ,$466.97,"Toshiba Refurbished - 17.3 Satellite Notebook - 6 GB Memory - 640 GB Hard Drive - Mercury Silver, L875D-S7332.","Processor Manufacturer: AMD,Processor Type: A-Series,Processor Model: A6-4400M,Processor Speed: 2.70 GHz,Processor Core: Dual-core (2 Core),Cache: 1 MB,64-bit Processing: Yes,Chipset Manufacturer: AMD,Chipset Model: A70M,Standard Memory: 6 GB,Maximum Memory: 16 GB,Memory Technology: DDR3 SDRAM,Memory Standard: DDR3-1600/PC3-12800,Number of Total Memory Slots: 2,Hard Drive Capacity: 640 GB,Optical Drive Type: DVD-Writer,Optical Media Supported: DVD-RAM/??R/??RW,Dual-Layer Media Supported: Yes,Screen Size: 17.3,Display Screen Type: Active Matrix TFT Color LCD,Display Screen Technology: TruBrite,Aspect Ratio: 16:9,Screen Mode: HD+,Backlight Technology: LED,Screen Resolution: 1600 x 900,Graphics Controller Manufacturer: AMD,Graphics Controller Model: Radeon HD 7520G,Graphics Memory Accessibility: Shared,Ethernet Technology: Fast Ethernet,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11b/g/n,Webcam: Yes,HDMI: Yes,Total Number of USB Ports: 3,Operating System: Windows 8,Pointing Device Type: TouchPad,Number of Cells: 6-cell,Battery Chemistry: Lithium Ion (Li-Ion),Color: Mercury Silver,Height: 1.3,Width: 16.3,Depth: 10.6,Weight (Approximate): 6.20 lb,Green Compliant: Yes,Green Compliance Certificate/Authority: ENERGY STAR, EPEAT Gold, RoHS",L875DS7332 17.3 6 640 L875D S7332. A6 4400M 2.70 2 1 64 A70M 6 16 DDR3 DDR3 1600 PC3 12800 2 640 17.3 16:9 1600 900 7520G 802.11b 3 8 6 1.3 16.3 10.6 6.20,l875ds7332 toshiba zseries blue blacktop,0
6534817,6534817,4046,1387,Other,BRINCH 13 Inch Elephant Patterns Canvas Fabric Laptop Sleeve Case Bag Cover For Laptop / Notebook / Macbook / Ultrabook / Chromebook (Dell/HP/Lenovo/Sony/Toshiba/Ausa /Acer/Samsung ) (13.3 Inch),,,"Features a polyester foam padding layer and fluffy fleece fabric lining for bump and shock absorption and protection of your computer from accidental scratches. Outer canvas fabric of the case is printed with cute elephant patterns that enable you to carry your MacBook / netbook / laptop / notebook computer in a uniquely sleek style. Slim and lightweight; does not bulk your laptop up and can easily slide into your briefcase, backpack, or other bag. Top-loading zipper on the sleeve glides smoothly and allows convenient access to your laptop computer. Fits most popular 10-10.1 inch MacBooks / laptops / notebooks / Ultrabooks; may not snugly fit all computers due to variations in the sizes of different models,Size:10.6 x 8.3 x 0.6 inches",13 13.3 10 10.1 Size:10.6 8.3 0.6,inch cover 13 sony samsung,Dell,Dell 13.3 Latitude Notebook 4 GB Memory 320 GB Hard Drive Black E4310 ,$214.99,"13.3 Latitude Notebook - 4 GB Memory - 320 GB Hard Drive, Read customer reviews and buy online at Best Buy.","Processor Manufacturer: Intel,Processor Type: Core i5,Processor Speed: 2.67 GHz,Standard Memory: 4 GB,Memory Technology: DDR2 SDRAM,Hard Drive Capacity: 320 GB,Optical Drive Type: DVD-Writer,Screen Size: 13.3,Aspect Ratio: 16:9,Screen Resolution: 1366 x 768,Touchscreen: No,Graphics Controller Manufacturer: Intel,Graphics Controller Model: Graphics Media Accelerator,Graphics Memory Technology: DDR2 SDRAM,Graphics Memory Accessibility: Shared,Wireless LAN: Yes,Ethernet Technology: Gigabit Ethernet,Bluetooth: No,Webcam: No,Total Number of USB Ports: 4,Network (RJ-45): Yes,Operating System Platform: Windows,Operating System: Windows 7 Professional,Operating System Architecture: 64-bit,Number of Cells: 4-cell",13.3 4 320 E4310 13.3 4 320 i5 2.67 4 DDR2 320 13.3 16:9 1366 768 DDR2 4 45 7 64 4,e4310 320 dell gb 13,0
6538559,6538559,4047,3497,Other,Roxy Laptop Shoulder Bag with Foam Padded Laptop Sleeve,$44.85,,100% Polyester. Foam padded laptop sleeve and fits up to 17\  laptop. Interior organizer pocket and front pocket with organizer and key hook. Detachable shoulder trap and luggage stabilizer strap. Dimensions: H: 10.25\  x W: 17\  x D: 3\ ,100% 17 10.25 17 3,padded bag sleeve laptop zseries,Other,"Agptek.com, Inc LA9BT ",$31.99,"AGPtek High Performance 8 Cell Laptop Battery for Apple A1185 Macbook 13 Series, LA9-BT. Read customer reviews and buy online at Best Buy.","Battery Rechargeable: Yes,Battery Size: Proprietary Battery Size,Battery Chemistry: Lithium Ion (Li-Ion),Battery Capacity: 5600 mAh,Output Voltage: 10.8 V DC,Height: 8.3,Width: 3,Depth: 0.6,Weight (Approximate): 13.69 oz,Green Compliant: Yes,Green Compliance Certificate/Authority: RoHS, WEEE,Limited Warranty: 1 Year",LA9BT 8 A1185 13 LA9 5600 10.8 8.3 3 0.6 13.69 1,la9bt com agptek zseries blue,0
6539295,6539295,4047,4402,Other,Roxy Laptop Shoulder Bag with Foam Padded Laptop Sleeve,$44.85,,100% Polyester. Foam padded laptop sleeve and fits up to 17\  laptop. Interior organizer pocket and front pocket with organizer and key hook. Detachable shoulder trap and luggage stabilizer strap. Dimensions: H: 10.25\  x W: 17\  x D: 3\ ,100% 17 10.25 17 3,padded bag sleeve laptop zseries,Other,Targus Group International APD34US ,$5.95,"Targus Companion Charger for use with HP or Dell laptops, APD34US. Read customer reviews and buy online at Best Buy.","Style: Backpack,Carrying Options: Chest Strap, Handle, Shoulder Strap, Sling Strap,Case Features: Accessory Pocket, Card Holder, Padded Dividers, Padded Interior, Padded Shoulder Strap, Rain Cover, Tripod Holder, Waist Belt, Zipper Closure,Maximum Screen Size Supported: 15.4,Compartment Height: 17,Compartment Width: 10,Compartment Depth: 6,Color: Black,Exterior Material: Fabric,Height: 19,Width: 11.5,Depth: 8,Weight (Approximate): 3.50 lb,Application/Usage: Accessories, Camera, Notebook, Travel Essential,Limited Warranty: 5 Year",APD34US APD34US. 15.4 17 10 6 19 11.5 8 3.50 5,apd34us targus international group zseries,0
6543382,6543382,4049,510,Dell,"Batterytec? Laptop Battery for DELL Inspiron 5451 5455 5551 5555 5558 5758, 14 5000 5458, 15 3000 3451 3558, DELL Vostro 3458 3558, GXVJ3 HD4J0 K185W M5Y1K WKRJ2. [14.8V 2200mAh, 12 Months Warranty]",$39.99,,"Battery Type: Li-ion, Cells: 4-cell,Capacity: 2200mAh; Voltage: 14.8V.. 100% New Manufacturer. To 500 charging cycles during the lifetime of the battery.. CE-/FCC-/RoHS-Certified for safety. 24 x 7 email support, 12 months Warranty without problems.. Class A cells provide fast loads and low power consumption, chip protection offers both security and stability.",5451 5455 5551 5555 5558 5758 14 5000 5458 15 3000 3451 3558 3458 3558 GXVJ3 HD4J0 K185W M5Y1K WKRJ2. [14.8V 2200mAh 12 4 2200mAh; 14.8V.. 100% 500 24 7 12,3558 5558 3458 vostro dell,Dell,"Dell, Inc D531 ",$124.00,"Dell Refurbished - 14.1 Latitude Notebook - 1 GB Memory - 40 GB Hard Drive - Gray, D531. Read customer reviews and buy online at Best Buy.","Processor Manufacturer: AMD,Processor Type: Turion 64 X2,Processor Speed: 1.60 GHz,Processor Core: Dual-core (2 Core),64-bit Processing: Yes,Standard Memory: 1 GB,Memory Technology: DDR2 SDRAM,Hard Drive Capacity: 40 GB,Optical Drive Type: Combo Drive,Optical Media Supported: CD-RW/DVD-ROM,Screen Size: 14.1,Display Screen Type: Active Matrix TFT Color LCD,Ethernet Technology: Gigabit Ethernet,Wireless LAN: Yes,Wireless LAN Standard: IEEE 802.11b/g,FireWire/i.LINK: Yes,Total Number of USB Ports: 4,Operating System: Windows 7 Home Premium,Operating System Architecture: 64-bit,Color: Gray,Height: 1.4,Width: 14.2,Depth: 10.4,Limited Warranty: 30 Day",D531 14.1 1 40 D531. 64 X2 1.60 2 64 1 DDR2 40 14.1 802.11b 4 7 64 1.4 14.2 10.4 30,d531 dell zseries bluelounge blacktop,0
6549442,6549442,4052,1764,Toshiba,AC Doctor INC Generic OEM 10.8V 5200mAh Black Laptop Battery PA3817U-1BRS Replacement for Toshiba Satellite C600D L750 New 6-Cell,$13.49,,"New 6 cells rechargeable li-ion notebook battery pack replacement for Toshiba PA3817U-1BRS PABAS228 Satellite L650 C640 C650 C650D C655D C655 L655 L655D L700   L700-T33B L735 L740 L745 L750 L755 L755D L770 L770D P775 P770D P755D P750 A660 A660D A665 A665D PA3818U-1BRS PA3819U-1BRS PA3636U-1BAL PABAS215 L755D-S5204   L755-S9520D L755-S5246 laptop 10.8V 5200mAh black 219x49.7x20.5mm 323.0g.. 10.8V and 11.1V is compatible, 14.4V and 14.8V is also compatible.. Full compatible with your original battery, brand new direct from Professional Manufacturer.. CE UL RoHS certified, safe use. 36 months warranty, OEM factory price, US local dispatch.. Note: Please make sure that the battery part numbers listed in the description matches the battery part number on your original battery before you purchase.",10.8V 5200mAh PA3817U 1BRS C600D L750 6 6 PA3817U 1BRS PABAS228 L650 C640 C650 C650D C655D C655 L655 L655D L700 L700 T33B L735 L740 L745 L750 L755 L755D L770 L770D P775 P770D P755D P750 A660 A660D A665 A665D PA3818U 1BRS PA3819U 1BRS PA3636U 1BAL PABAS215 L755D S5204 L755 S9520D L755 S5246 10.8V 5200mAh 219x49.7x20.5mm 323.0g.. 10.8V 11.1V 14.4V 14.8V 36,5200mah 1brs toshiba cell new,Toshiba,Toshiba Q Series Pro 256GB Internal Serial ATA 3.0 Solid State Drive for Laptops Multi HDTS325XZSTA ,$79.99,"Q Series Pro 256GB Internal Serial ATA 3.0 Solid State Drive for Laptops, Read customer reviews and buy online at Best Buy.","256GB maximum capacity,Serial ATA 3.0 interface,Data transfer rates up to 6 Gbps,554MB/sec. average sequential read speed,NTI Echo software,Vibration- and shock-resistant construction,Slim form factor,Offers expanded storage for your files.,For a secure connection to your computer.,For quick response when updating files.,Along with 512MB/sec. average sequential write speed for fast boot-up speeds and minimal wait time.,Makes it easy to migrate your data when replacing an old hard drive (download required).,Offers durability. Energy-efficient, quiet-operating design keeps noise to a minimum.,Ideal for most Ultrabooks. A mounting spacer facilitates installation in most laptops with traditional full-height 9.5mm bays.",256GB 3.0 HDTS325XZSTA 256GB 3.0 256GB 3.0 6 554MB 512MB 9.5mm,hdts325xzsta toshiba series ata serial,0
